Client,Position,Skillset,InterviewType,Gender,StartPermission,Unscheduled,FollowUp,AlternativeContact,Resume,Venue,Letter,ExpectAttend,Attendence,MaritalStat
Standard Chartered Bank,Routine,JAVA/SPRING/HIBERNATE/JSF,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/SPRING/HIBERNATE/JSF,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/SPRING/HIBERNATE/JSF,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,"Java ,J2ee",Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,"Java ,J2ee",Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Java J2ee,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Java J2ee,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Java J2ee,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Java J2ee,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Java J2ee,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,11.30 AM,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,9.30 AM,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Java J2ee,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Java J2ee,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Java,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,"Java, XML, Struts, hibernate",Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Java,Scheduled ,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Java Developer,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Java Developer,Scheduled ,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/J2EE,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Java,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Java ,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Java,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Java ,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Java ,Scheduled ,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Java ,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Java,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Java,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Aon Hewitt,Selenium testing,Routine,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Aon Hewitt,Selenium testing,Routine,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Aon Hewitt,Selenium testing,Routine,Scheduled ,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Aon Hewitt,Selenium testing,Routine,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
UST,Dot Net,Routine,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
UST,Dot Net,Routine,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
UST,Dot Net,Routine,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
UST,Dot Net,Routine,Scheduled ,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
UST,Dot Net,Routine,Scheduled ,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
UST,Dot Net,Routine,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
UST,Dot Net,Routine,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
UST,Dot Net,Routine,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
UST,Dot Net,Routine,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,AML,Routine,Scheduled ,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,AML,Routine,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Trade Finance,Routine,Scheduled ,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Trade Finance,Routine,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Oracle,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Oracle,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Oracle,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Oracle,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Oracle,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Oracle,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Oracle,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Oracle,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Oracle,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Oracle,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Oracle,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Oracle,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Oracle,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Oracle,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Oracle,Scheduled ,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Oracle,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Accounting Operations,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Accounting Operations,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Accounting Operations,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Accounting Operations,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Accounting Operations,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Accounting Operations,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Accounting Operations,Scheduled ,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Accounting Operations,Scheduled ,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Accounting Operations,Scheduled ,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Accounting Operations,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Accounting Operations,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Accounting Operations,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Accounting Operations,Scheduled ,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Accounting Operations,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Accounting Operations,Scheduled ,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Accounting Operations,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
ANZ,Niche,Banking Operations,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
ANZ,Niche,Banking Operations,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,AML/KYC/CDD,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,AML/KYC/CDD,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Pfizer,Routine,Submission Management,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Pfizer,Niche,Global Labelling,Scheduled ,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Fresher,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Fresher,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Fresher,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Fresher,Walkin,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Fresher,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Fresher,Walkin,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Fresher,Walkin,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Fresher,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Fresher,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Fresher,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Fresher,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Fresher,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Fresher,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Fresher,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Fresher,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Fresher,Walkin,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Fresher,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Fresher,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Fresher,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Fresher,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Fresher,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Fresher,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Fresher,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Fresher,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Fresher,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Fresher,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Fresher,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Fresher,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Fresher,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Fresher,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Fresher,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Fresher,Walkin,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Fresher,Walkin,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Fresher,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Fresher,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Fresher,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Fresher,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Fresher,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Fresher,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Fresher,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Fresher,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Fresher,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Fresher,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Fresher,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Fresher,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Fresher,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Fresher,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Fresher,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Fresher,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Fresher,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Oracle Plsql,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Oracle Plsql,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Oracle Plsql,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Oracle Plsql,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Oracle Plsql,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Lending and Liabilities,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Lending and Liabilities,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,Lending and Liabilities,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,CDD KYC,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,CDD KYC,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,CDD KYC,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Hospira,Routine,Java J2EE,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/SPRING/HIBERNATE/JSF,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/SPRING/HIBERNATE/JSF,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/SPRING/HIBERNATE/JSF,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/SPRING/HIBERNATE/JSF,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/SPRING/HIBERNATE/JSF,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/SPRING/HIBERNATE/JSF,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
Standard Chartered Bank,Routine,JAVA/SPRING/HIBERNATE/JSF,Walkin,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
